TIC,split,sector,camera,ccd,detector_x,detector_y,physics_nll,instrument_nll,physics_percentile,instrument_percentile,physics_rank,instrument_rank,physics_rank_all,instrument_rank_all,classification,physics_umap_1,physics_umap_2,instrument_umap_1,instrument_umap_2
261206669,train,1,4,2,1964.0164054298964,97.5144447013098,185.29262,197.71092,0.29,0.5025,,,731,462,typical,8.630062,6.018632,1.0149522,2.949403
261204247,train,1,4,2,1955.4558020796976,85.60801814347317,168.8975,142.88301,0.185,0.2625,,,831,703,typical,8.82498,6.7310176,0.040986095,2.789253
261204234,train,1,4,2,1946.1992821176857,91.09893642322218,205.1896,148.81273,0.42125,0.28875,,,606,674,typical,8.690226,5.367275,0.9237498,2.9958088
261204215,train,1,4,2,1939.4725489788,92.55976758974025,199.89182,204.5818,0.38125,0.545,,,645,423,typical,8.628092,6.2683735,1.1062417,3.1416721
261156405,train,1,4,2,1953.141097424009,65.16486187326245,292.92252,194.99146,0.84125,0.48375,,,182,479,typical,5.667981,5.7527223,-1.3076736,3.3153865
261156403,train,1,4,2,1950.6503267519577,64.56670084516861,169.45947,207.10652,0.18875,0.55625,,,827,414,typical,8.401703,7.5464125,-1.3275036,3.431575
261156394,train,1,4,2,1945.588961762869,64.13181527322652,162.54843,247.79268,0.13125,0.73,,,879,248,typical,8.063448,7.2301474,-1.3329538,3.421492
261156377,train,1,4,2,1945.6275924605957,75.26478814198231,195.14978,251.37798,0.35,0.75,,,671,230,typical,8.434529,7.0613594,-0.8704671,2.7667294
261156372,train,1,4,2,1940.0036414004949,72.5768351830858,155.49597,245.90315,0.1,0.72625,,,909,251,typical,8.456395,7.1576686,-0.76706994,2.7072484
261156389,train,1,4,2,1943.619351443919,64.56334749460048,167.55843,221.6216,0.1725,0.64375,,,842,336,typical,8.505344,7.46866,-1.1476817,2.8990922
392025904,train,1,4,2,1931.546637032812,61.65149725728225,172.22603,231.3453,0.20625,0.67625,,,810,302,typical,7.834818,7.563928,-1.1192142,2.8372881
392025901,train,1,4,2,1930.7191976362312,62.31413802409447,176.32393,233.33482,0.23,0.6825,,,789,295,typical,7.8937917,7.348505,-1.2020482,2.870588
261156370,train,1,4,2,1933.9636205226225,69.34977066477447,153.18207,219.70126,0.08875,0.62875,,,919,348,typical,8.130899,7.184649,-1.0321655,2.7429347
261156361,train,1,4,2,1932.5392958343973,70.94072574297029,160.5418,245.85555,0.12,0.725,,,889,252,typical,8.522301,7.2194977,-0.9683247,2.709589
392025871,train,1,4,2,1919.866108946247,70.99292203264605,167.4407,241.57857,0.17125,0.71,,,843,266,typical,8.751376,6.677851,0.42522424,2.8422184
261156364,train,1,4,2,1939.912188527681,79.10147025264297,171.5374,205.23253,0.2025,0.54875,,,813,420,typical,8.5018635,6.962716,-0.7834573,2.7931874
261156356,train,1,4,2,1935.2477450036197,78.15667848324611,171.88844,210.00684,0.20375,0.57875,,,812,393,typical,8.592768,7.000566,-0.78997207,2.7376435
261156346,train,1,4,2,1934.4701831722307,87.29501559842204,228.21202,236.36943,0.56125,0.6975,,,463,280,typical,6.681467,5.8779097,0.9590616,3.0299437
261156341,train,1,4,2,1930.115793670911,86.99152902402525,192.93085,211.80588,0.33625,0.59,,,684,384,typical,8.54877,5.9895096,1.239818,3.0957239
392025861,train,1,4,2,1917.8420460226776,79.0754146845247,203.70961,135.97163,0.4075,0.235,,,618,736,typical,8.479658,5.9164486,0.9255762,2.9450188
261206653,train,1,4,2,1958.8014019970808,101.45785857737218,195.96593,197.9659,0.355,0.50375,,,667,461,typical,8.898669,5.364306,1.0951836,2.9956293
261206637,train,1,4,2,1948.6401917079045,102.60444072940206,176.4072,213.60791,0.23125,0.6025,,,788,374,typical,10.760092,4.8162284,1.5594951,2.8695455
261206631,train,1,4,2,1949.6609747713571,106.75124103126376,181.22049,192.99028,0.26625,0.47125,,,750,489,typical,10.820882,4.8464527,2.1087403,2.1617997
261206624,train,1,4,2,1944.3013983027056,106.16297875940953,221.31955,187.98732,0.52125,0.44875,,,501,515,typical,8.410979,5.654378,2.1050887,2.3993359
261204216,train,1,4,2,1942.4709255434357,95.48289026589056,191.6368,174.7584,0.32875,0.40125,,,692,562,typical,8.587694,6.1933866,1.202397,3.1359224
261204201,train,1,4,2,1934.7389643170832,101.92688923401433,236.03305,248.09906,0.6075,0.7325,,,414,246,typical,8.195764,5.1725397,1.4149874,3.2057636
261204193,train,1,4,2,1931.2731104379616,105.52176966379557,323.9403,156.7136,0.9025,0.32625,,,110,638,typical,8.192152,5.0439653,3.6500287,2.7339613
261206622,train,1,4,2,1947.3480292851448,112.3150906163983,296.23712,190.96213,0.85375,0.465,,,171,496,typical,11.49414,4.9078956,2.0938354,2.4549901
261206619,train,1,4,2,1945.407256167084,110.89645096501238,232.24187,201.21669,0.58,0.52375,,,441,443,typical,8.306095,5.4351826,2.1935153,2.6342516
261206610,train,1,4,2,1942.502539361404,114.38285945976668,265.68698,252.40854,0.755,0.76125,,,272,220,typical,8.090803,5.184933,3.139598,2.8208182
261206607,train,1,4,2,1938.914598060907,113.77232879446476,297.2907,308.2711,0.8575,0.88625,,,167,100,typical,8.061995,5.093485,3.692591,2.7462516
261206597,train,1,4,2,1932.8148025612095,112.07469869124532,288.19177,323.05652,0.835,0.89875,,,189,86,typical,4.17986,5.1807995,3.9049585,2.6895037
261206596,train,1,4,2,1937.926351116784,118.42419638231688,355.74167,306.42184,0.94,0.8825,,,63,103,typical,7.01057,4.817296,4.063339,2.6706026
261206588,train,1,4,2,1935.2286826406755,121.27299954778648,360.00467,195.67763,0.945,0.48875,,,59,474,typical,6.8493223,4.6313853,4.914908,2.477393
261204188,train,1,4,2,1925.4053662221788,105.82172503299506,215.30809,109.033485,0.47375,0.13625,,,545,832,typical,4.2177773,3.327407,4.9226804,2.4075937
261204175,train,1,4,2,1924.3104736437272,110.29042529069385,319.08847,83.164536,0.89625,0.06125,,,120,921,typical,3.9947057,3.3436368,5.011332,2.3955123
261206565,train,1,4,2,1921.502561198144,118.79268135432852,257.04153,144.81516,0.7125,0.27125,,,311,696,typical,2.6062677,3.5512648,9.226523,4.408768
261204162,train,1,4,2,1914.8563972158652,112.12905984143946,290.34344,155.83186,0.8375,0.32125,,,187,643,typical,2.7272856,3.709635,9.317765,4.6523123
261204205,train,1,4,2,1930.5114736468463,93.61432619359034,200.27446,254.63687,0.385,0.77,,,642,211,typical,8.710648,5.9550514,1.1248542,3.2362885
261156319,train,1,4,2,1920.1938673294403,98.443365223288,357.38016,125.87477,0.94125,0.1975,,,62,772,typical,7.111862,4.6957836,4.913618,2.4854789
261156310,train,1,4,2,1917.2876556683016,100.6860890142962,266.432,129.99957,0.7575,0.21625,,,269,756,typical,4.2696114,3.3654273,4.9964437,2.54744
261156315,train,1,4,2,1916.232393508544,97.27031110302796,302.96198,231.90923,0.865,0.6775,,,155,300,typical,6.8951426,4.6344347,4.9364247,2.4858987
261156308,train,1,4,2,1913.841129160092,98.91206508689572,239.73622,209.33199,0.62625,0.57125,,,395,399,typical,4.180414,3.6529267,4.936614,2.458728
261156302,train,1,4,2,1908.852045027072,96.07025541316712,252.97299,243.2484,0.68875,0.71375,,,333,262,typical,4.0648437,3.6282496,9.230872,4.4499702
261156290,train,1,4,2,1904.1985127315577,95.89087318390192,244.34862,232.26733,0.65625,0.67875,,,365,299,typical,2.6062636,3.5362172,9.475064,4.7472024
261156289,train,1,4,2,1907.321293794296,100.15695979806762,247.38371,298.65012,0.6675,0.87,,,355,115,typical,2.2270944,3.5800664,9.278583,4.398382
392025833,train,1,4,2,1903.7976807356197,92.56770796574231,240.27003,286.70975,0.63125,0.84625,,,391,137,typical,4.135057,3.6728508,9.303762,4.54397
261204178,train,1,4,2,1920.0313642908625,104.9797064966725,225.59003,196.93466,0.54625,0.49875,,,479,466,typical,2.0773942,10.422139,4.9558144,2.4486578
261156292,train,1,4,2,1910.9625030606496,103.14493181662289,315.0879,265.78894,0.89,0.79875,,,128,179,typical,2.897468,3.737708,9.091433,4.3584266
261204144,train,1,4,2,1907.0651567945388,116.49259340036572,196.01637,223.53595,0.35625,0.65,,,666,328,typical,2.117486,4.0160074,9.806756,5.3120317
261204147,train,1,4,2,1906.5757505425213,113.05784600821409,209.12955,233.96123,0.4425,0.68625,,,582,290,typical,1.5637155,3.884086,9.704984,4.8925757
392025820,train,1,4,2,1895.8699823385796,99.38716148840022,220.48248,274.17682,0.515,0.825,,,506,155,typical,1.8934385,3.8159153,9.714482,5.05774
392025817,train,1,4,2,1896.32033635986,101.91715182685994,214.60141,274.52292,0.47125,0.8275,,,548,153,typical,1.8673475,3.778575,9.688372,5.1073284
392025807,train,1,4,2,1890.141985623701,105.96437748222388,187.91516,225.5109,0.3075,0.66125,,,716,319,typical,1.2653567,4.104482,9.786461,5.2654214
261260005,train,1,4,2,1992.9790684386005,140.5752040408404,237.82825,250.54784,0.61875,0.7425,,,403,238,typical,8.894528,5.2125998,1.9613494,2.7260695
261257371,train,1,4,2,1981.391770084668,138.95248621827676,234.08101,237.87657,0.59,0.7,,,431,275,typical,9.432525,4.6458454,2.026925,2.2074046
261259999,train,1,4,2,1991.3124881613307,143.45473809919795,260.12448,254.15613,0.72875,0.76875,,,295,213,typical,9.107316,4.8888,1.8464619,2.7639396
261259992,train,1,4,2,1984.7523231105297,142.8777623590579,198.06607,244.02075,0.36875,0.72,,,656,257,typical,10.840766,4.899728,2.062075,2.2921906
261257363,train,1,4,2,1974.7989100080829,139.19599408432194,180.5869,262.84747,0.26125,0.79125,,,757,186,typical,10.820158,4.8407173,2.174431,1.7571982
261257346,train,1,4,2,1967.7902057784845,141.9714313543608,286.68173,218.93706,0.8275,0.61875,,,196,356,typical,11.518933,5.030932,2.304435,1.4762677
261257345,train,1,4,2,1965.410332940662,139.88052691215148,294.5434,537.76874,0.84875,0.985,,,175,13,instrument,11.552388,4.989936,2.6206925,0.9544875
261238873,train,1,4,2,1958.6758863886664,140.59235296110302,787.3121,1594.6522,0.99625,0.99875,,,5,2,both,12.41928,5.145936,2.7795877,0.79148656
261257342,train,1,4,2,1971.1190949291552,148.93754998534612,182.11307,195.14575,0.27375,0.48625,,,744,477,typical,8.287782,6.5438066,2.1654494,1.7064372
261259947,train,1,4,2,1965.906953979786,158.63038864378655,204.20984,131.80826,0.4125,0.22125,,,614,749,typical,7.654967,7.6917977,-0.69070053,2.670145
261257319,train,1,4,2,1962.4256592329425,155.782651199893,238.2316,118.918755,0.62,0.17125,,,400,799,typical,7.518929,7.8898487,-0.7220029,2.6663246
261257335,train,1,4,2,1968.2003197879535,149.11312277068518,182.15363,170.79292,0.275,0.38875,,,743,577,typical,8.515951,6.325892,2.1941676,1.6242392
261257334,train,1,4,2,1966.0166323022956,149.5522318926066,202.51636,147.25403,0.40375,0.28375,,,624,681,typical,5.759633,9.172515,2.069543,1.7512206
261257321,train,1,4,2,1954.6107729491523,146.58876150351762,518.93756,1081.9098,0.98,0.995,,,21,5,both,12.395026,5.1793604,2.746351,0.79172426
261257317,train,1,4,2,1958.581007497347,153.20536629124462,241.42905,113.13402,0.6425,0.1475,,,381,821,typical,7.529058,7.848005,3.3252118,5.427067
261257305,train,1,4,2,1950.7298371211657,156.90528941152994,407.46997,107.64949,0.96125,0.13125,,,36,838,physics,4.5099688,9.434689,4.0267043,4.961288
261238831,train,1,4,2,1944.5371084303088,155.1716624436165,344.7874,150.9509,0.9275,0.3,,,79,663,typical,6.4547434,4.1940203,4.220115,4.1969533
261238882,train,1,4,2,1953.740962827526,127.81645734942822,323.79755,765.93414,0.90125,0.99375,,,111,6,instrument,12.436154,5.153788,2.7017524,0.86506516
261238871,train,1,4,2,1956.8259979461857,139.10762909667912,753.6568,1592.4594,0.995,0.9975,,,7,3,both,12.407072,5.1680737,2.7932425,0.80425245
261238863,train,1,4,2,1952.0967804520317,139.8148773150313,693.92523,1728.9814,0.9925,1.0,,,9,1,both,12.46138,5.1244907,2.777242,0.8087066
261238850,train,1,4,2,1942.99852100081,139.3908677835718,255.1705,533.68243,0.70375,0.98375,,,318,14,instrument,4.209943,4.332958,2.8089716,0.8090731
261236207,train,1,4,2,1942.8904115937855,129.5642017819124,310.90894,244.5445,0.885,0.72125,,,132,255,typical,4.3177624,3.5016553,4.8619933,2.455217
261236212,train,1,4,2,1942.2420345759808,125.2598177165782,438.81805,368.39648,0.96875,0.93125,,,30,58,physics,6.987612,4.7424283,4.754842,2.4916925
261236204,train,1,4,2,1935.7010758494007,127.09116473461248,295.30402,181.97342,0.8525,0.42625,,,172,538,typical,4.1478214,3.5023057,4.995941,2.4266443
261236197,train,1,4,2,1934.2589382333545,132.7628712759716,227.80615,113.24158,0.55875,0.14875,,,465,820,typical,2.3647234,10.743049,8.840986,4.218872
261236189,train,1,4,2,1931.4542700495251,134.85184849685157,193.63882,113.5023,0.34125,0.15125,,,679,818,typical,1.109488,4.294176,8.872829,4.335005
261236178,train,1,4,2,1928.8629428502552,137.01349999196873,229.51897,74.75807,0.5675,0.04375,,,456,945,typical,0.9750488,5.309753,9.022916,5.94523
261238861,train,1,4,2,1952.322724261617,142.6597818166556,579.0046,1380.3398,0.98875,0.99625,,,12,4,both,12.43068,5.1492047,2.818406,0.78451884
261238849,train,1,4,2,1943.7207645317833,142.561970645081,286.19818,264.86575,0.82625,0.79625,,,197,181,typical,3.4583817,3.3813708,2.7821383,0.79055643
261238840,train,1,4,2,1945.731161111574,151.56816491587364,293.2106,206.76666,0.8425,0.555,,,181,415,typical,4.22569,9.4553585,4.2565913,3.9451888
724118541,train,1,4,2,1943.0178605376975,149.40862227590537,122.70477,187.81143,0.00625,0.4475,,,995,516,typical,6.5640574,5.61462,4.2843876,3.9464889
261238822,train,1,4,2,1937.5073243494392,153.91576980232742,359.1365,407.6604,0.9425,0.95,,,61,42,instrument,6.4202824,4.213173,4.320504,3.958989
261238815,train,1,4,2,1931.0278137542207,150.13764884679236,257.1402,524.5725,0.71625,0.98125,,,308,16,instrument,6.137002,4.1123967,4.3928733,3.9177094
261236164,train,1,4,2,1921.3693888302669,142.77734499497564,136.88094,105.44838,0.03375,0.1225,,,969,850,typical,0.54287773,5.6109185,8.789806,6.6252637
261236161,train,1,4,2,1923.2006058888016,145.26787832047648,126.50935,105.88986,0.01375,0.1275,,,989,845,typical,0.43142748,5.3994474,8.799116,6.5672827
261236155,train,1,4,2,1920.4641692051491,146.6437602976687,136.77663,84.074356,0.03125,0.06625,,,972,917,typical,0.46232164,5.81918,8.829281,6.3283296
261236154,train,1,4,2,1920.90797719028,147.18637610067233,140.97522,65.67126,0.0475,0.0225,,,957,971,typical,0.47014835,5.5992136,8.849485,6.307572
261259927,train,1,4,2,1958.7205529411356,165.57162341909924,324.5673,143.0329,0.90625,0.26375,,,106,702,typical,2.6979442,10.35597,3.8470035,5.192636
261259919,train,1,4,2,1959.6302284210944,168.47087149406974,427.09293,149.66054,0.96625,0.29125,,,32,671,physics,4.671233,5.811726,4.135726,5.2659717
261259918,train,1,4,2,1957.9768384088816,167.71386245616898,347.3502,151.19337,0.9325,0.30125,,,75,662,typical,4.816422,5.7182193,4.007127,5.241566
261257295,train,1,4,2,1945.9265060089665,160.7950757592242,261.19702,141.48412,0.7325,0.25625,,,292,711,typical,4.191408,9.490535,4.0391054,4.781276
261257289,train,1,4,2,1947.552310776641,166.7067216580584,225.47537,169.38522,0.5425,0.3825,,,482,584,typical,4.054803,9.466217,4.0066223,5.016937
261257282,train,1,4,2,1944.204385251244,169.4391396307561,269.34573,175.29208,0.76625,0.40625,,,259,558,typical,6.5873423,4.1790833,4.0239697,4.7728467
261259901,train,1,4,2,1953.637459185614,176.10084208629902,272.27667,207.35143,0.78375,0.55875,,,241,412,typical,4.1639643,9.439167,4.9617233,6.1284323
261257263,train,1,4,2,1940.741619858095,178.15068963523353,236.01997,157.55215,0.60625,0.33,,,415,635,typical,8.284807,4.8914585,3.45015,3.9148815
261257275,train,1,4,2,1942.8996082337103,172.5998139349386,305.28738,141.68222,0.87,0.26,,,149,708,typical,8.9447975,4.4327617,3.9627416,4.45817
261257256,train,1,4,2,1930.5421862767823,170.76503859576158,285.5248,344.6086,0.825,0.915,,,198,71,typical,6.3158164,4.1242757,4.577902,4.122164
261257248,train,1,4,2,1927.7147785343664,174.29165139050747,232.25775,254.06099,0.58125,0.7675,,,440,214,typical,5.94961,4.049345,4.7008805,4.170231
261257242,train,1,4,2,1924.928888699019,175.56316459688995,232.86989,219.70874,0.58375,0.63,,,437,347,typical,5.6872478,4.020496,4.739616,4.2132974
261257238,train,1,4,2,1925.4316778390016,179.59042286773013,261.90445,205.33897,0.73625,0.55125,,,288,418,typical,2.597895,10.916636,4.7726727,4.2736473
261238813,train,1,4,2,1934.309795117678,155.7600037441529,341.06964,517.3641,0.92375,0.97875,,,84,18,instrument,6.2735267,4.0716696,4.317646,3.972025
261238800,train,1,4,2,1931.4420893967267,162.17756820747056,283.3091,329.98508,0.81625,0.90875,,,205,78,typical,6.120017,4.0448895,4.40515,4.0337014
261238789,train,1,4,2,1923.7643701370596,161.30837807127324,281.86288,125.55269,0.81375,0.19625,,,207,773,typical,4.6384735,4.0492306,4.553877,3.9590783
724118860,train,1,4,2,1919.1712090029257,157.58925529567094,278.07947,73.076935,0.79375,0.04125,,,227,949,typical,4.5807676,4.053866,4.848213,4.1401725
261236134,train,1,4,2,1912.4405154060364,152.92494038289465,234.45355,87.40346,0.595,0.07125,,,427,908,typical,4.5467973,3.8686743,7.2223997,4.1689205
261236126,train,1,4,2,1908.8754747720116,154.2171405234157,205.59904,68.362434,0.4225,0.0275,,,605,965,typical,3.2761884,4.297003,7.211344,4.1120467
261236104,train,1,4,2,1905.220076993393,160.9238331024275,216.17268,122.64572,0.485,0.17625,,,536,791,typical,4.08989,3.601589,6.5582757,5.4347157
261238771,train,1,4,2,1924.2117162811865,172.45371959840577,232.97331,217.0045,0.58625,0.61125,,,435,364,typical,5.733944,4.00541,4.7260947,4.2204723
261238768,train,1,4,2,1921.8861714505135,170.64205136711146,232.95369,252.32207,0.585,0.76,,,436,221,typical,5.6395407,3.966983,4.7540703,4.174886
261238765,train,1,4,2,1918.3994635944016,169.00437476896215,227.89777,162.88852,0.56,0.35375,,,464,611,typical,4.71049,3.7927883,4.8421807,4.265203
261236073,train,1,4,2,1899.814531699624,175.87324541236146,197.92671,208.37607,0.3675,0.56875,,,657,403,typical,2.3772178,8.676781,5.6567645,6.1671386
261236069,train,1,4,2,1893.081079534776,170.9538678807443,211.26787,256.47177,0.45625,0.77625,,,567,204,typical,2.1649735,8.317364,6.240313,5.79145
261206566,train,1,4,2,1929.877017083144,128.1108194379537,218.13673,111.40688,0.5,0.1425,,,521,826,typical,4.028802,3.5783374,8.738348,4.055569
261206573,train,1,4,2,1929.141104005938,123.32207315871196,224.61594,207.24207,0.53625,0.5575,,,488,413,typical,2.2094047,4.022258,5.0731125,2.4783041
261206563,train,1,4,2,1924.5058783698944,126.38083572393388,256.9888,155.14638,0.71125,0.3175,,,312,646,typical,4.264657,5.016615,9.298654,4.6039166
261206551,train,1,4,2,1920.650402236,131.34608543507653,219.47174,123.220726,0.51,0.18125,,,510,786,typical,1.2217764,4.130117,9.521264,6.0938005
261204146,train,1,4,2,1913.4829119531664,121.53345885936912,204.65034,185.8206,0.41625,0.435,,,610,528,typical,1.2794114,4.071764,9.744986,5.6454005
261204136,train,1,4,2,1905.726776355055,121.9884873705145,150.51294,178.0825,0.08,0.415,,,928,548,typical,0.772124,4.7893214,9.779721,5.7659874
261206547,train,1,4,2,1912.555313810767,128.4443828012108,154.93393,129.62416,0.09875,0.21125,,,910,760,typical,1.1966503,4.397066,9.473163,6.1394753
261206542,train,1,4,2,1918.15788125801,137.7958694527803,125.81557,113.32276,0.01125,0.15,,,991,819,typical,0.4397222,5.346232,9.331871,6.16856
261206539,train,1,4,2,1910.621039979412,133.6612533487944,129.19812,126.29562,0.01625,0.2,,,987,770,typical,0.46818948,5.2636447,9.214087,6.3998094
261206528,train,1,4,2,1909.8584700801375,140.4218090231673,129.2247,58.83916,0.0175,0.01,,,986,987,typical,0.37385193,5.5386696,8.607168,6.0192165
261206530,train,1,4,2,1913.8790094817116,144.48090727164572,670.7553,102.1893,0.99125,0.10875,,,10,863,physics,4.4551535,5.900778,8.632204,6.525422
261236138,train,1,4,2,1911.263886027745,147.2775496903215,214.76427,145.26657,0.4725,0.27375,,,547,694,typical,1.337572,10.074587,7.1893325,3.845222
261206534,train,1,4,2,1908.3691965289263,135.5637662105605,179.98755,129.93513,0.25875,0.215,,,759,757,typical,3.50787,4.987618,8.900036,6.61316
261206526,train,1,4,2,1903.5364637467685,134.5061781563738,139.66891,96.91916,0.0425,0.08875,,,961,882,typical,0.5984271,5.930404,8.853523,6.589641
261204107,train,1,4,2,1900.684519106779,136.60887837175673,122.733025,101.45032,0.0075,0.1075,,,994,864,typical,0.4383549,5.9853773,8.778411,6.6578984
261156262,train,1,4,2,1894.263770826992,118.81039691763814,157.37401,78.12435,0.105,0.04875,,,903,940,typical,0.9025021,4.5095496,9.099653,5.9809175
261156257,train,1,4,2,1891.429222156547,119.33211821058453,145.81635,76.28302,0.05875,0.04625,,,946,943,typical,0.74134547,4.7750874,9.1575985,5.9808764
261204111,train,1,4,2,1892.1350979711765,125.97504452734442,234.28172,67.55931,0.59125,0.025,,,430,967,typical,2.481436,10.616263,8.880203,6.3724093
261204102,train,1,4,2,1891.1083727302769,127.86743151891426,249.09944,62.45865,0.68,0.01625,,,343,979,typical,2.5859096,10.526007,8.768433,6.4662857
261156251,train,1,4,2,1883.7750427365177,115.85979717398396,160.80637,152.9672,0.12375,0.31,,,886,652,typical,0.80308586,4.6358757,9.687775,6.020227
392025793,train,1,4,2,1882.7241337884543,111.96413524759896,139.1412,166.59059,0.04,0.37125,,,963,594,typical,0.48282367,5.25782,9.759523,5.9950123
392025792,train,1,4,2,1882.5434306065515,112.31155905042128,160.05339,162.28049,0.11625,0.35,,,892,615,typical,1.5376129,4.3553023,9.706792,6.043801
261156244,train,1,4,2,1879.1618226113656,117.13993857757735,154.72975,164.35602,0.09625,0.3625,,,912,604,typical,0.66257447,5.138815,9.795759,5.9577684
261156236,train,1,4,2,1880.2646105505603,125.49429778267886,159.70076,133.33162,0.115,0.2275,,,893,743,typical,3.0007641,4.858874,8.54001,6.748004
261156227,train,1,4,2,1875.2830963008385,124.50635249838317,132.47372,103.58178,0.0225,0.115,,,981,857,typical,0.4078858,6.145688,8.574654,6.796342
261204084,train,1,4,2,1884.5117478281927,132.78182517721856,183.15526,115.9157,0.28125,0.16125,,,738,807,typical,1.1531248,9.547933,7.3188353,7.4205556
261156216,train,1,4,2,1875.7576429398823,134.8374780503811,162.59877,187.56538,0.1325,0.44375,,,878,519,typical,0.7152863,7.1546664,7.3170567,7.3605866
261156224,train,1,4,2,1875.481010238898,128.17452241832018,133.57782,150.65991,0.02375,0.29875,,,980,664,typical,0.3500864,6.149942,7.4445806,7.375108
261156207,train,1,4,2,1867.8221204937583,130.88614099616646,158.70502,198.10818,0.11125,0.5075,,,897,458,typical,0.88910913,7.4400773,7.2934775,7.3813567
261206521,train,1,4,2,1908.3432648496375,148.22104721527936,269.875,139.42111,0.77,0.24875,,,256,720,typical,2.4578168,10.350965,7.2231073,4.0570827
261206511,train,1,4,2,1905.777206048728,151.4263907748689,1093.82,69.76413,0.99875,0.03375,,,2,959,physics,4.467677,6.0478373,7.224949,4.4269342
261236119,train,1,4,2,1905.1163813797743,152.37330262422688,411.90805,82.79386,0.96375,0.06,,,34,922,physics,4.6795645,5.878483,7.2414484,4.22867
261206507,train,1,4,2,1900.698287664923,149.31806078532546,281.14706,98.99428,0.81,0.09875,,,213,872,typical,2.2642956,3.6420653,7.2308044,4.2448535
261206500,train,1,4,2,1896.03493775229,149.58780479872163,236.31996,105.66528,0.61,0.125,,,411,848,typical,4.212628,3.7686198,6.4573703,5.6619673
261206503,train,1,4,2,1902.4148411884012,154.78066515233,163.2307,139.84279,0.1375,0.2525,,,872,716,typical,-0.3881563,7.4033933,7.259011,4.1594777
261236102,train,1,4,2,1900.467724991635,159.51842883345032,284.19254,133.87836,0.81875,0.23,,,203,741,typical,2.5487187,10.877084,6.7699804,5.2759757
261206486,train,1,4,2,1895.016902484188,158.91060326603346,331.43774,126.13724,0.91,0.19875,,,100,771,typical,1.7497557,3.9322681,6.629232,5.412768
261206479,train,1,4,2,1888.281717661266,158.71695528089634,352.4384,283.3511,0.93875,0.84,,,67,142,typical,4.4863343,5.530703,6.491974,5.580535
261206492,train,1,4,2,1889.1128312952917,148.09389616186596,249.18024,139.59161,0.68125,0.25,,,342,718,typical,2.3957384,9.4392805,6.2474475,5.7399907
261204077,train,1,4,2,1888.2614712487173,145.22610857774177,236.43321,120.443665,0.61375,0.1725,,,408,796,typical,2.262456,9.345682,6.350008,6.253624
261204070,train,1,4,2,1882.3650866784492,145.0415141298535,227.31306,172.6929,0.55375,0.395,,,469,571,typical,2.3505127,9.452285,6.3844137,6.6348405
261204065,train,1,4,2,1883.1961553944284,150.7511795569016,208.46724,150.4368,0.43875,0.2975,,,585,665,typical,4.326044,3.7815444,6.4201775,6.330449
261204060,train,1,4,2,1881.5856800954743,152.12336684723007,244.34912,160.2604,0.6575,0.34375,,,364,622,typical,4.3604627,3.7928824,6.5227757,5.6335096
261206472,train,1,4,2,1884.921427589707,162.60236602687806,338.33755,238.31676,0.91875,0.7025,,,91,273,typical,2.3411415,10.813447,6.4846134,5.6100464
261206465,train,1,4,2,1882.0314111037587,165.12314879705627,209.18948,209.59837,0.44375,0.575,,,581,396,typical,2.43291,8.413154,6.4853153,5.6071734
261206452,train,1,4,2,1881.1965234831391,172.5431102395549,364.20154,150.04532,0.94625,0.29625,,,57,666,typical,5.4593925,9.758875,6.371436,5.775803
261206449,train,1,4,2,1879.7076097564773,172.15524073544253,385.79657,127.437355,0.9525,0.2075,,,46,763,physics,5.4066896,9.774302,6.403643,5.796293
261206471,train,1,4,2,1880.664260195596,158.6890872553724,246.78613,214.29741,0.6625,0.605,,,359,372,typical,2.4193075,3.4851,6.5414467,5.5760555
261204033,train,1,4,2,1875.2100200338791,159.6286344347471,216.40715,225.13226,0.48625,0.65875,,,534,321,typical,0.5461442,7.552307,6.54117,5.6459956
261206459,train,1,4,2,1873.79396856624,161.28943004812228,173.15535,222.9618,0.21,0.6475,,,806,331,typical,1.2935896,7.6943684,6.4989853,5.6320047
261206450,train,1,4,2,1871.9920984672235,162.9330035911953,185.73555,249.46027,0.29625,0.73875,,,726,241,typical,1.3874019,7.8488655,6.6089625,7.2997584
261206443,train,1,4,2,1873.2810481795457,168.93386588316682,253.46107,146.66449,0.69,0.2825,,,330,684,typical,0.76681244,8.375027,6.5745187,7.311747
261206428,train,1,4,2,1865.3428691495185,168.85121164989437,310.08688,252.523,0.8825,0.7625,,,136,219,typical,0.37919864,7.9104695,6.393073,7.608802
261204019,train,1,4,2,1863.2474120780864,163.91096728884875,226.77443,227.99088,0.55,0.66375,,,474,314,typical,0.3227571,7.8096657,6.34862,7.6996036
261204011,train,1,4,2,1863.0449065149471,168.30166331448902,246.45941,238.83138,0.66125,0.70375,,,360,272,typical,0.41891673,7.9328895,6.3534474,7.6819916
261204062,train,1,4,2,1875.7679129742392,143.49627727214718,185.69478,228.51227,0.295,0.66875,,,727,310,typical,1.0834166,7.7622538,6.4989033,7.345326
261204058,train,1,4,2,1875.8039321538324,146.78169711149894,198.90733,186.9497,0.37375,0.44125,,,651,522,typical,1.1239117,7.8398075,6.461332,7.1117134
261204055,train,1,4,2,1873.945828457684,145.8248043027235,248.67413,219.13058,0.675,0.6225,,,347,353,typical,0.39694956,7.891272,6.5470037,7.236043
